"table_name"	"ordinal"	"column_name"	"type_name"	"max_length"	"precision"	"scale"	"is_nullable"	"is_identity"	"is_pk"	"pk_name"	"default_definition"
"TGMREWARDCHART"	"3"	"bChartType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGMREWARDCHART"	"4"	"wID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGMREWARDTABLE"	"1"	"dwUserID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGMREWAR__C5ACC33B202F464C"	
"TGMREWARDTABLE"	"2"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TGMREWAR__C5ACC33B202F464C"	
"TGMREWARDTABLE"	"3"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGMREWAR__C5ACC33B202F464C"	
"TGMREWARDTABLE"	"4"	"dDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TGMREWAR__C5ACC33B202F464C"	
"TGODBALLCHART"	"1"	"wID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TGODBALL__30FE574323FFD730"	
"TGODBALLCHART"	"2"	"bCamp"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGODBALL__30FE574323FFD730"	
"TGODBALLCHART"	"3"	"wMapID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGODBALL__30FE574323FFD730"	
"TGODBALLCHART"	"4"	"fPosX"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TGODBALL__30FE574323FFD730"	
"TGODBALLCHART"	"5"	"fPosY"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TGODBALL__30FE574323FFD730"	
"TGODBALLCHART"	"6"	"fPosZ"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TGODBALL__30FE574323FFD730"	
"TGODTOWERCHART"	"1"	"wID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TGODTOWE__30FE574327D06814"	
"TGODTOWERCHART"	"2"	"wMapID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGODTOWE__30FE574327D06814"	
"TGODTOWERCHART"	"3"	"fPosX"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TGODTOWE__30FE574327D06814"	
"TGODTOWERCHART"	"4"	"fPosY"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TGODTOWE__30FE574327D06814"	
"TGODTOWERCHART"	"5"	"fPosZ"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TGODTOWE__30FE574327D06814"	
"TGUILDARTICLETABLE"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDARTICLETABLE"	"2"	"dwID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDARTICLETABLE"	"3"	"bDuty"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDARTICLETABLE"	"4"	"szWritter"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDARTICLETABLE"	"5"	"szTitle"	"varchar"	"256"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDARTICLETABLE"	"6"	"szArticle"	"varchar"	"2048"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDARTICLETABLE"	"7"	"dwTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDAR__B9CA43652BA0F8F8"	
"TGUILDCABINETTABLE"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"2"	"dwItemID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"3"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"4"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"5"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"6"	"bGLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	"((0))"
"TGUILDCABINETTABLE"	"7"	"bMagic1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"8"	"bMagic2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"9"	"bMagic3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"10"	"bMagic4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"11"	"bMagic5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"12"	"bMagic6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"13"	"wValue1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"14"	"wValue2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"15"	"wValue3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"16"	"wValue4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"17"	"wValue5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"18"	"wValue6"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"19"	"dwTime1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"20"	"dwTime2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"21"	"dwTime3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"22"	"dwTime5"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"23"	"dwTime4"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCABINETTABLE"	"24"	"dwTime6"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCA__9288588D2F7189DC"	
"TGUILDCHART"	"1"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"2"	"dwEXP"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"3"	"bMaxCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"4"	"bMinCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"5"	"bCabinetCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"6"	"bTacticsCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"7"	"bBattleSetCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"8"	"bGuardCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"9"	"bRoyalGuardCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"10"	"bTurretCnt"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"11"	"bPeer1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"12"	"bPeer2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"13"	"bPeer3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"14"	"bPeer4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDCHART"	"15"	"bPeer5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDCH__A29A5ECA34363EF9"	
"TGUILDMEMBERSKILLTABLE"	"1"	"wSkillID"	"smallint"	"2"	"5"	"0"	"1"	"0"	"0"		
"TGUILDMEMBERSKILLTABLE"	"2"	"bLevel"	"tinyint"	"1"	"3"	"0"	"1"	"0"	"0"		
"TGUILDMEMBERSKILLTABLE"	"3"	"tEndTime"	"smalldatetime"	"4"	"16"	"0"	"1"	"0"	"0"		
"TGUILDMEMBERSKILLTABLE"	"7"	"dwCharID"	"int"	"4"	"10"	"0"	"1"	"0"	"0"		
"TGUILDMEMBERTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDME__B92C9D033806CFDD"	
"TGUILDMEMBERTABLE"	"2"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDME__B92C9D033806CFDD"	
"TGUILDMEMBERTABLE"	"3"	"bDuty"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDME__B92C9D033806CFDD"	
"TGUILDMEMBERTABLE"	"4"	"bPeer"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDME__B92C9D033806CFDD"	
"TGUILDMEMBERTABLE"	"5"	"dwService"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDME__B92C9D033806CFDD"	"((0))"
"TGUILDPLAYLOG"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPLAYLOG"	"2"	"dwUserID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPLAYLOG"	"3"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPLAYLOG"	"4"	"dwPlayTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPOINTREWARDTABLE"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPOINTREWARDTABLE"	"2"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"		
"TGUILDPVPOINTREWARDTABLE"	"3"	"dwPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPOINTREWARDTABLE"	"4"	"dlDate"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"2"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"3"	"dwDate"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"4"	"wKillCount"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"5"	"wDieCount"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"6"	"dwPoint_1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"7"	"dwPoint_2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"8"	"dwPoint_3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"9"	"dwPoint_4"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"10"	"dwPoint_5"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"11"	"dwPoint_6"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"12"	"dwPoint_7"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDPVPRECORDTABLE"	"13"	"dwPoint_8"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDRELATION"	"1"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TGUILDRELATION"	"2"	"dwGuildOne"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDRELATION"	"3"	"dwGuildTwo"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDSKILLCHART"	"1"	"bType"	"tinyint"	"1"	"3"	"0"	"1"	"0"	"0"		
"TGUILDSKILLCHART"	"2"	"wSkillID"	"smallint"	"2"	"5"	"0"	"1"	"0"	"0"		
"TGUILDSTATSTABLE"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDSTATSTABLE"	"2"	"bSkillPoint"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGUILDSTATSTABLE"	"3"	"bLevel"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TGUILDSTATSTABLE"	"4"	"dwExp"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TGUILDTABLE"	"1"	"dwID"	"int"	"4"	"10"	"0"	"0"	"1"	"1"	"PK__TGUILDTA__2F75250268341ABF"	
"TGUILDTABLE"	"2"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	
"TGUILDTABLE"	"3"	"dwChief"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	
"TGUILDTABLE"	"4"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"5"	"dwFame"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"6"	"dwFameColor"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"7"	"bMaxCabinet"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"8"	"dwGold"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"9"	"dwSilver"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"10"	"dwCooper"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"11"	"dwGI"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"12"	"dwExp"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"13"	"bGPoint"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"14"	"bStatus"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	
"TGUILDTABLE"	"15"	"bDisorg"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"16"	"dwTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"17"	"timeEstablish"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	
"TGUILDTABLE"	"18"	"dwPvPTotalPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"19"	"dwPvPUseablePoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE"	"20"	"dwPvPMonthPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250268341ABF"	"((0))"
"TGUILDTABLE_copy"	"1"	"dwID"	"int"	"4"	"10"	"0"	"0"	"1"	"1"	"PK__TGUILDTA__2F75250287222F78"	
"TGUILDTABLE_copy"	"2"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	
"TGUILDTABLE_copy"	"3"	"dwChief"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	
"TGUILDTABLE_copy"	"4"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"5"	"dwFame"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"6"	"dwFameColor"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"7"	"bMaxCabinet"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"8"	"dwGold"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"9"	"dwSilver"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"10"	"dwCooper"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"11"	"dwGI"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"12"	"dwExp"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"13"	"bGPoint"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"14"	"bStatus"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	
"TGUILDTABLE_copy"	"15"	"bDisorg"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"16"	"dwTime"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"17"	"timeEstablish"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	
"TGUILDTABLE_copy"	"18"	"dwPvPTotalPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"19"	"dwPvPUseablePoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTABLE_copy"	"20"	"dwPvPMonthPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F75250287222F78"	"((0))"
"TGUILDTACTICSTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDTA__F19F4C1052BAC619"	
"TGUILDTACTICSTABLE"	"2"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDTA__F19F4C1052BAC619"	
"TGUILDTACTICSTABLE"	"3"	"dwRewardPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__F19F4C1052BAC619"	
"TGUILDTACTICSTABLE"	"4"	"dwGainPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__F19F4C1052BAC619"	
"TGUILDTACTICSTABLE"	"5"	"bDay"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__F19F4C1052BAC619"	
"TGUILDTACTICSTABLE"	"6"	"dEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__F19F4C1052BAC619"	
"TGUILDTACTICSTABLE"	"7"	"dlRewardMoney"	"bigint"	"8"	"19"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__F19F4C1052BAC619"	"((0))"
"TGUILDTACTICSWANTEDTABLE"	"1"	"dwID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"2"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"3"	"bMaxLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"4"	"bMinLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"5"	"dEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"6"	"szTitle"	"varchar"	"256"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"7"	"szText"	"varchar"	"2048"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"8"	"bDay"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"9"	"dwGold"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"10"	"dwSilver"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"11"	"dwCooper"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDTACTICSWANTEDTABLE"	"12"	"dwPvPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDTA__2F752502577F7B36"	
"TGUILDVOLUNTEERTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDVO__811FDD5E5B500C1A"	
"TGUILDVOLUNTEERTABLE"	"2"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TGUILDVO__811FDD5E5B500C1A"	
"TGUILDVOLUNTEERTABLE"	"3"	"dwID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TGUILDVO__811FDD5E5B500C1A"	
"TGUILDWANTEDTABLE"	"1"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TGUILDWA__8B3D11355F209CFE"	
"TGUILDWANTEDTABLE"	"2"	"bMaxLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDWA__8B3D11355F209CFE"	
"TGUILDWANTEDTABLE"	"3"	"bMinLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TGUILDWA__8B3D11355F209CFE"	
"TGUILDWANTEDTABLE"	"4"	"dEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TGUILDWA__8B3D11355F209CFE"	
"TGUILDWANTEDTABLE"	"5"	"szTitle"	"varchar"	"256"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDWA__8B3D11355F209CFE"	
"TGUILDWANTEDTABLE"	"6"	"szText"	"varchar"	"2048"	"0"	"0"	"0"	"0"	"0"	"PK__TGUILDWA__8B3D11355F209CFE"	
"THELPMESSAGETABLE"	"1"	"bID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__THELPMES__DE99891F26680DE6"	
"THELPMESSAGETABLE"	"2"	"dStart"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__THELPMES__DE99891F26680DE6"	
"THELPMESSAGETABLE"	"3"	"dEnd"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__THELPMES__DE99891F26680DE6"	
"THELPMESSAGETABLE"	"4"	"szMessage"	"varchar"	"2048"	"0"	"0"	"0"	"0"	"0"	"PK__THELPMES__DE99891F26680DE6"	
"THEROTABLE"	"1"	"bMonth"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"2"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"3"	"bOrder"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"4"	"dwMonthRank"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"5"	"dwTotalRank"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"6"	"dwTotalPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
